commit,auth_date,author,subject,category
a24d8181,2025-11-13,yangdx,"Improve docling integration with macOS compatibility and CLI flag",tests
76adde38,2025-11-13,Daniel.y,"Merge pull request #2351 from danielaskdd/lazy-config-loading",misc
89e63aa4,2025-11-13,Sleeep,"Update edge keywords extraction in graph visualization",misc
e6588f91,2025-11-13,yangdx,"Update uv.lock",misc
746c069a,2025-11-13,yangdx,"Implement lazy configuration initialization for API server",misc
470e2fd1,2025-11-13,Daniel.y,"Merge pull request #2350 from danielaskdd/reduce-dynamic-import",misc
4b31942e,2025-11-13,yangdx,"refactor: move document deps to api group, remove dynamic imports",misc
87659744,2025-11-13,yangdx,"Merge branch 'tongda/main'",misc
c230d1a2,2025-11-13,yangdx,"Replace asyncio.iscoroutine with inspect.isawaitable for better detection",tests
297e4607,2025-11-13,yangdx,"Merge branch 'main' into tongda/main",misc
940bec0b,2025-11-13,yangdx,"Support async chunking functions in LightRAG processing pipeline",chunking
343d3072,2025-11-13,yangdx,"Update env.example",misc
f7432a26,2025-11-12,Louis,"Lacombe Add support for environment variable fallback for API key and default host for cloud models",misc
075399ff,2025-11-12,Daniel.y,"Merge pull request #2346 from danielaskdd/optimize-json-sanitization",json
70cc2419,2025-11-12,yangdx,"Fix empty dict handling after JSON sanitization",json
dcf1d286,2025-11-12,yangdx,"Fix migration to reload sanitized data and prevent memory corruption",json
6de4123f,2025-11-12,yangdx,"Optimize JSON string sanitization with precompiled regex and zero-copy",json
777c9873,2025-11-12,yangdx,"Optimize JSON write with fast/slow path to reduce memory usage",postgres
477c3f54,2025-11-12,Daniel.y,"Merge pull request #2345 from danielaskdd/remove-response-type",misc
8c07c918,2025-11-12,yangdx,"Remove deprecated response_type parameter from query settings",misc
69ca3662,2025-11-12,Daniel.y,"Merge pull request #2344 from danielaskdd/fix-josn-serialization-error",misc
f28a0c25,2025-11-12,yangdx,"Improve JSON data sanitization to handle tuples and dict keys",json
6918a88f,2025-11-12,yangdx,"Add specialized JSON string sanitizer to prevent UTF-8 encoding errors",tests
d1f4b6e5,2025-11-12,yangdx,"Add data sanitization to JSON writing to prevent UTF-8 encoding errors",json
1ffb5338,2025-11-11,yangdx,"Update env.example",misc
5a6bb658,2025-11-11,Daniel.y,"Merge pull request #2338 from danielaskdd/migrate-to-pypdf",pdf
fdcb4d0b,2025-11-11,yangdx,"Replace PyPDF2 with pypdf for PDF processing",pdf
245df75d,2025-11-10,Tong,"Da easier version: detect chunking_func result is coroutine or not",chunking
e8f5f57e,2025-11-10,yangdx,"Update qdrant-client minimum version from 1.7.0 to 1.11.0",storage
913fa1e4,2025-11-09,yangdx,"Add concurrency warning for JsonKVStorage in cleanup tool",postgres
d137ba58,2025-11-09,Tong,"Da support async chunking func to improve processing performance when a heavy `chunking_func` is passed in by user",chunking
1f9d0735,2025-11-09,yangdx,"Bump API version to 0253",dependabot
3110ca51,2025-11-09,Daniel.y,"Merge pull request #2335 from danielaskdd/llm-cache-cleanup",llm_cloud
37b71189,2025-11-09,yangdx,"Fix table alignment and add validation for empty cleanup selections",misc
1485cb82,2025-11-09,yangdx,"Add LLM query cache cleanup tool for KV storage backends",llm_cloud
8859eaad,2025-11-09,Daniel.y,"Merge pull request #2334 from danielaskdd/hotfix-opena-streaming",misc
2f160652,2025-11-09,yangdx,"Refactor keyword_extraction from kwargs to explicit parameter",tests
88ab73f6,2025-11-09,yangdx,"HotFix: Restore streaming response in OpenAI LLM",llm_cloud
c12bc372,2025-11-09,yangdx,"Update README",docs
7bc6ccea,2025-11-09,yangdx,"Add uv package manager support to installation docs",postgres
80f2e691,2025-11-09,yangdx,"Remove redundant i18n import triggered the Vite “dynamic + static import” warning",webui
1334b3d8,2025-11-09,yangdx,"Update uv.lock",misc
754d2ad2,2025-11-09,yangdx,"Add documentation for LLM cache migration between storage types",llm_cloud
8adf3180,2025-11-09,Daniel.y,"Merge pull request #2330 from danielaskdd/llm-cache-migrate",llm_cloud
a75efb06,2025-11-09,yangdx,"Fix: prevent source data corruption by target upsert function",misc
987bc09c,2025-11-08,yangdx,"Update LLM cache migration docs and improve UX prompts",llm_cloud
1a91bcdb,2025-11-08,yangdx,"Improve storage config validation and add config.ini fallback support",postgres
57ee7d5a,2025-11-08,yangdx,"Merge branch 'main' into llm-cache-migrate",llm_cloud
85bb98b3,2025-11-08,Daniel.y,"Merge pull request #2331 from danielaskdd/gemini-retry",llm_cloud
3d9de5ed,2025-11-08,yangdx,"feat: improve Gemini client error handling and retry logic",llm_cloud
1864b282,2025-11-08,yangdx,"Add colored output formatting to migration confirmation display",misc
e95b02fb,2025-11-08,yangdx,"Refactor storage selection UI with dynamic numbering and inline prompts",postgres
b72632e4,2025-11-08,yangdx,"Add async generator lock management rule to cline extension",postgres
5be04263,2025-11-08,yangdx,"Fix deadlock in JSON cache migration and prevent same storage selection",postgres
6b9f13c7,2025-11-08,yangdx,"Enhance LLM cache migration tool with streaming and improved UX",llm_cloud
d0d31e92,2025-11-08,yangdx,"Improve LLM cache migration tool configuration and messaging",llm_cloud
6fc54d36,2025-11-08,yangdx,"Move LLM cache migration tool to lightrag.tools module",llm_cloud
0f2c0de8,2025-11-08,yangdx,"Fix linting",misc
55274dde,2025-11-08,yangdx,"Add LLM cache migration tool for KV storage backends",llm_cloud
cf732dbf,2025-11-08,yangdx,"Bump core version to 1.4.9.9 and API to 0252",dependabot
29a349f2,2025-11-08,Daniel.y,"Merge pull request #2329 from danielaskdd/gemini-embedding",embedding
a624a950,2025-11-08,yangdx,"Add Gemini to APIs requiring embedding dimension parameter",embedding
de4ed736,2025-11-08,yangdx,"Add Gemini embedding support",embedding
f4492d48,2025-11-08,Daniel.y,"Merge pull request #2328 from HKUDS/apply-dim-to-embedding-call",embedding
f83ea339,2025-11-08,yangdx,"Add section header comment for Gemini binding options",llm_cloud
0b2a15c4,2025-11-08,yangdx,"Centralize embedding_send_dim config through args instead of env var",embedding
03cc6262,2025-11-08,yangdx,"Prohibit direct access to internal functions of EmbeddingFunc.",embedding
ffeeae42,2025-11-07,yangdx,"refactor: simplify jina embedding dimension handling",embedding
9cee5a63,2025-11-07,yangdx,"Merge branch 'main' into apply-dim-to-embedding-call",embedding
01b07b2b,2025-11-07,yangdx,"Refactor Jina embedding dimension by changing param to optional with default",embedding
d5362573,2025-11-07,Daniel.y,"Merge pull request #2327 from huangbhan/patch-1",misc
d95efcb9,2025-11-07,yangdx,"Fix linting",misc
ce28f30c,2025-11-07,yangdx,"Add embedding_dim parameter support to embedding functions",embedding
c14f25b7,2025-11-07,yangdx,"Add mandatory dimension parameter handling for Jina API compliance",misc
d8a6355e,2025-11-07,yangdx,"Merge branch 'main' into apply-dim-to-embedding-call",embedding
33a1482f,2025-11-07,yangdx,"Add optional embedding dimension parameter control via env var",embedding
5c0ced6e,2025-11-07,domices,"Fix spelling errors in the ""使用PostgreSQL存储"" section of README-zh.md",postgres
73284623,2025-11-07,Daniel.y,"Merge pull request #2326 from danielaskdd/gemini-cot",llm_cloud
c580874a,2025-11-07,yangdx,"Remove depreced sample code",misc
924c8cb8,2025-11-07,yangdx,"Merge branch 'main' into gemini-cot",llm_cloud
fc40a369,2025-11-07,yangdx,"Add timeout support to Gemini LLM and improve parameter handling",llm_cloud
3cb4eae4,2025-11-07,yangdx,"Add Chain of Thought support to Gemini LLM integration",llm_cloud
6686edfd,2025-11-07,yangdx,"Update Gemini LLM options: add seed and thinking config, remove MIME type",llm_cloud
d94aae9c,2025-11-07,Yasiru,"Rangana Add dimensions parameter support to openai_embed()",embedding
8c275553,2025-11-07,yangdx,"Fix Gemini response parsing to avoid warnings from non-text parts",llm_cloud
366a1e0f,2025-11-07,Daniel.y,"Merge pull request #2322 from danielaskdd/fix-delete",misc
ea141e27,2025-11-07,yangdx,"Fix: Remove redundant entity/relation chunk deletions",chunking
5bcd2926,2025-11-06,yangdx,"Bump API version to 0251",dependabot
9d0012b0,2025-11-06,Daniel.y,"Merge pull request #2321 from danielaskdd/fix-doc-del-slow",misc
04ed709b,2025-11-06,yangdx,"Optimize entity deletion by batching edge queries to avoid N+1 problem",misc
678e17bb,2025-11-06,yangdx,"Revert ""fix(ui): Remove dynamic import for i18n in settings store""",misc
f6a0ea3a,2025-11-06,Daniel.y,"Merge pull request #2320 from danielaskdd/fix-postgres",postgres
3276b7a4,2025-11-06,yangdx,"Fix linting",misc
155f5975,2025-11-06,yangdx,"Fix node ID normalization and improve batch operation consistency",misc
edf48d79,2025-11-06,Daniel.y,"Merge pull request #2319 from danielaskdd/remove-deprecated-code",misc
36501b82,2025-11-06,yangdx,"Initialize shared storage for all graph storage types in graph unit test",postgres
0c47d1a2,2025-11-06,yangdx,"Fix linting",misc
f3b2ba81,2025-11-06,yangdx,"Translate graph storage test from Chinese to English",postgres
a790f081,2025-11-06,yangdx,"Refine gitignore to only exclude root-level test files",tests
6b0f9795,2025-11-06,yangdx,"Add workspace parameter and remove chunk-based query unit tests",chunking
807d2461,2025-11-06,yangdx,"Remove unused chunk-based node/edge retrieval methods",chunking
831e658e,2025-11-06,yangdx,"Update readme",docs
0216325e,2025-11-06,yangdx,"fix(ui): Remove dynamic import for i18n in settings store",misc
6e36ff41,2025-11-06,yangdx,"Fix linting",misc
775933aa,2025-11-06,yangdx,"Merge branch 'VOXWAVE-FOUNDRY/main'",misc
5f49cee2,2025-11-06,yangdx,"Merge branch 'main' into VOXWAVE-FOUNDRY/main",misc
b0d44d28,2025-11-06,yangdx,"Add Langfuse observability integration documentation",tests
bd62bb30,2025-11-05,Daniel.y,"Merge pull request #2314 from danielaskdd/ragas",misc
9c057060,2025-11-05,yangdx,"Add separate endpoint configuration for LLM and embeddings in evaluation",embedding
994a82dc,2025-11-05,yangdx,"Suppress token usage warnings for custom OpenAI-compatible endpoints",llm_cloud
d803df94,2025-11-05,yangdx,"Fix linting",misc
451257ae,2025-11-05,yangdx,"Doc: Update news with recent features",misc
f490622b,2025-11-05,yangdx,"Doc: Refactor evaluation README to improve clarity and structure",docs
a73314a4,2025-11-05,yangdx,"Refactor evaluation results display and logging format",docs
06b91d00,2025-11-05,yangdx,"Improve RAG evaluation progress eval index display with zero padding",docs
eb80771f,2025-11-05,Daniel.y,"Merge pull request #2311 from danielaskdd/evalueate-cli",misc
2823f92f,2025-11-05,yangdx,"Fix tqdm progress bar conflicts in concurrent RAG evaluation",docs
e5abe9dd,2025-11-05,yangdx,"Restructure semaphore control to manage entire evaluation pipeline",postgres
83715a3a,2025-11-05,yangdx,"Implement two-stage pipeline for RAG evaluation with separate semaphores",postgres
d36be1f4,2025-11-05,yangdx,"Improve RAGAS evaluation progress tracking and clean up output handling",docs
c358f405,2025-11-04,yangdx,"Update evaluation defaults and expand sample dataset",docs
41c26a36,2025-11-04,yangdx,"feat: add command-line args to RAG evaluation script",docs
a618f837,2025-11-04,yangdx,"Merge branch 'new/ragas-evaluation'",docs
d4b8a229,2025-11-04,yangdx,"Update RAGAS evaluation to use gpt-4o-mini and improve compatibility",docs
6d61f70b,2025-11-04,yangdx,"Clean up RAG evaluator logging and remove excessive separator lines",misc
4e4b8d7e,2025-11-04,yangdx,"Update RAG evaluation metrics to use class instances instead of objects",docs
7abc6877,2025-11-04,yangdx,"Add comprehensive configuration and  compatibility fixes for RAGAS",misc
72db0426,2025-11-04,yangdx,"Update .env loading and add API authentication to RAG evaluator",security
ad2d3c2c,2025-11-03,anouarbm,"Merge remote-tracking branch 'origin/main' into feat/ragas-evaluation",docs
2fdb5f5e,2025-11-03,anouarbm,"chore: trigger CI re-run 2",tests
36bffe22,2025-11-03,anouarbm,"chore: trigger CI re-run",tests
debfa0ec,2025-11-03,anouarbm,"Merge branch 'feat/ragas-evaluation' of https://github.com/anouar-bm/LightRAG into feat/ragas-evaluation",docs
a172cf89,2025-11-03,anouarbm,"feat(evaluation): Add sample documents for reproducible RAGAS testing",tests
10f6e695,2025-11-03,yangdx,"Improve Langfuse integration and stream response cleanup handling",tests
5da709b4,2025-11-03,ben,"moussa anouar Merge branch 'main' into feat/ragas-evaluation",docs
36694eb9,2025-11-03,anouarbm,"fix(evaluation): Move import-time validation to runtime and improve documentation",docs
6975e69e,2025-11-03,Daniel.y,"Merge pull request #2298 from anouar-bm/feat/langfuse-observability",misc
e0966b65,2025-11-03,yangdx,"Add BuildKit cache mounts to optimize Docker build performance",misc
9495778c,2025-11-03,anouarbm,"refactor: reorder Langfuse import logic for improved clarity",misc
c9e1c6c1,2025-11-03,anouarbm,"fix(api): change content field to list in query responses",misc
9d69e8d7,2025-11-03,anouarbm,"fix(api): Change content field from string to list in query responses",misc
7b8223da,2025-11-03,yangdx,"Update env.example with host/endpoint clarifications for LLM/embedding",embedding
363f3051,2025-11-02,anouarbm,"eval using open ai",misc
77db0803,2025-11-02,anouarbm,"Merge remote-tracking branch 'lightrag-fork/feat/ragas-evaluation' into feat/ragas-evaluation",docs
0b5e3f9d,2025-11-02,anouarbm,"Use logger in RAG evaluation and optimize reference content joins",docs
98f0464a,2025-11-02,ben,"moussa anouar Update lightrag/evaluation/eval_rag_quality.py for launguage",postgres
963ad4c6,2025-11-02,anouarbm,"docs: Add documentation and examples for include_chunk_content parameter",chunking
0bbef981,2025-11-02,anouarbm,"Optimize RAGAS evaluation with parallel execution and chunk content enrichment",chunking
026bca00,2025-11-02,anouarbm,"fix: Use actual retrieved contexts for RAGAS evaluation",docs
b12b693a,2025-11-02,anouarbm,"fixed ruff format of csv path",tests
5cdb4b0e,2025-11-02,anouarbm,"fix: Apply ruff formatting and rename test_dataset to sample_dataset",tests
aa916f28,2025-11-01,anouarbm,"docs: add generic test_dataset.json for evaluation examples Test cases with generic examples about: - LightRAG framework features and capabilities - RAG system architecture and components - Vector database support (ChromaDB, Neo4j, Milvus, etc.) - LLM provider integrations (OpenAI, Anthropic, Ollama, etc.) - RAG evaluation metrics explanation - Deployment options (Docker, FastAPI, direct integration) - Knowledge graph-based retrieval concepts",llm_cloud
626b42bc,2025-11-01,anouarbm,"feat: add optional Langfuse observability integration",tests
1ad0bf82,2025-11-01,anouarbm,"feat: add RAGAS evaluation framework for RAG quality assessment",docs
ece0398d,2025-11-01,Daniel.y,"Merge pull request #2296 from danielaskdd/pdf-decryption",pdf
61b57cbb,2025-11-01,yangdx,"Add PDF decryption support for password-protected files",pdf
728721b1,2025-11-01,yangdx,"Remove redundant separator lines in gunicorn shutdown handler",misc
6d4a5510,2025-11-01,yangdx,"Remove redundant shutdown message from gunicorn",postgres
bc8a8842,2025-11-01,Daniel.y,"Merge pull request #2295 from danielaskdd/mix-query-without-kg",misc
ec2ea4fd,2025-11-01,yangdx,"Rename function and variables for clarity in context building",misc
9a8742da,2025-10-31,yangdx,"Improve entity merge logging by removing redundant message and fixing typo",postgres
6b4514c8,2025-10-31,yangdx,"Reduce logging verbosity in entity merge relation processing",misc
2496d871,2025-10-31,yangdx,"Add data/ directory to .gitignore",misc
7ccc1fdd,2025-10-31,yangdx,"Add frontend rebuild warning indicator to version display",misc
e5414c61,2025-10-31,yangdx,"Bump core version to 1.4.9.8 and API version to 0250",dependabot
08b0283b,2025-10-31,Daniel.y,"Merge pull request #2291 from danielaskdd/reload-popular-labels",misc
58c83f9d,2025-10-31,yangdx,"Add auto-refresh of popular labels when pipeline completes",workspace
94cdbe77,2025-10-31,Daniel.y,"Merge pull request #2290 from danielaskdd/delete-residual-edges",misc
afb5e5c1,2025-10-31,yangdx,"Fix edge cleanup when deleting entities to prevent orphaned relationships",misc
3b48cf16,2025-10-31,Daniel.y,"Merge pull request #2289 from danielaskdd/fix-pycrptodome-missing",misc
c46c1b26,2025-10-31,yangdx,"Add pycryptodome dependency for PDF encryption support",pdf
bda52a87,2025-10-31,Daniel.y,"Merge pull request #2287 from danielaskdd/fix-ui",misc
71b27ec4,2025-10-31,yangdx,"Optimize property edit dialog to use trimmed value consistently",misc
4cbd8761,2025-10-31,yangdx,"feat: Update node color and legent after entity_type changed",misc
79a17c3f,2025-10-30,yangdx,"Fix graph value handling for entity_id updates",misc
c36afecb,2025-10-30,yangdx,"Remove redundant await call in file extraction pipeline",workspace
c9e73bb4,2025-10-30,yangdx,"Bump core version to 1.4.9.7 and API version to 0249",dependabot
042cbad0,2025-10-30,yangdx,"Merge branch 'qdrant-multi-tenancy'",storage
5f4a2804,2025-10-30,yangdx,"Add Qdrant legacy collection migration with workspace support",workspace
0498e80a,2025-10-30,yangdx,"Merge branch 'main' into qdrant-multi-tenancy",storage
78ccc4f6,2025-10-30,yangdx,"Refactor .gitignore",misc
783e2f3b,2025-10-30,yangdx,"Update uv.lock",misc
f610fdaf,2025-10-30,yangdx,"Merge branch 'main' into Anush008/main",misc
8145201d,2025-10-30,Daniel.y,"Merge pull request #2284 from danielaskdd/fix-static-missiing",misc
16d3d82a,2025-10-30,yangdx,"Include static files in package distribution",postgres
8af8bd80,2025-10-29,yangdx,"docs: add frontend build steps to server installation guide",misc
0fa2fc9c,2025-10-29,yangdx,"Refactor systemd service config to use environment variables",misc
6dc027cb,2025-10-29,yangdx,"Merge branch 'fix-exit-handler'",misc
a1cf01dc,2025-10-29,Daniel.y,"Merge pull request #2280 from danielaskdd/fix-exit-handler",misc
c5ad9982,2025-10-29,Daniel.y,"Merge pull request #2281 from danielaskdd/restore-query-example",misc
14a015d4,2025-10-29,yangdx,"Restore query generation example and fix README path reference",docs
3a7f7535,2025-10-29,yangdx,"Bump core version to 1.4.9.6 and API version to 0248",dependabot
d5bcd14c,2025-10-29,yangdx,"Refactor service deployment to use direct process execution",misc
6489aaa7,2025-10-29,yangdx,"Remove worker_exit hook and improve cleanup logging",misc
4a46d39c,2025-10-29,yangdx,"Replace GUNICORN_CMD_ARGS with custom LIGHTRAG_GUNICORN_MODE flag",misc
816feefd,2025-10-29,yangdx,"Fix cleanup coordination between Gunicorn and UvicornWorker lifecycles",misc
72b29659,2025-10-29,yangdx,"Fix worker process cleanup to prevent shared resource conflicts",misc
0692175c,2025-10-29,yangdx,"Remove enable_logging parameter from get_data_init_lock call in MilvusVectorDBStorage",postgres
ec797276,2025-10-29,Daniel.y,"Merge pull request #2279 from danielaskdd/fix-edge-merge-stage",postgres
ee7c683f,2025-10-29,yangdx,"Fix swagger docs page problem in dev mode",postgres
54c48dce,2025-10-29,yangdx,"Fix z-index layering for GraphViewer UI panels",misc
da2e9efd,2025-10-29,yangdx,"Bump API version to 0247",dependabot
3fa79026,2025-10-29,yangdx,"Fix Entity Source IDs Tracking Problem",misc
29c4a91d,2025-10-28,yangdx,"Move relationship ID sorting to before vector DB operations",misc
c81a56a1,2025-10-28,yangdx,"Fix entity and relationship deletion when no chunk references remain",chunking
4bf41abe,2025-10-28,Daniel.y,"Merge pull request #2272 from HKUDS/dependabot/pip/redis-gte-5.0.0-and-lt-8.0.0",dependabot
d0be68c8,2025-10-28,Daniel.y,"Merge pull request #2273 from danielaskdd/static-docs",misc
af6aff33,2025-10-28,Daniel.y,"Merge pull request #2266 from danielaskdd/merge-entity",misc
f81dd4e7,2025-10-27,dependabot[bot],"Update redis requirement from <7.0.0,>=5.0.0 to >=5.0.0,<8.0.0",dependabot
88d12bea,2025-10-28,yangdx,"Add offline Swagger UI support with custom static file serving",misc
b32b2e8b,2025-10-28,yangdx,"Refactor merge dialog and improve search history sync",misc
ea006bd3,2025-10-28,yangdx,"Fix entity update logic to handle renaming operations",misc
5155edd8,2025-10-27,yangdx,"feat: Improve entity merge and edit UX",misc
97034f06,2025-10-27,yangdx,"Add allow_merge parameter to entity update API endpoint",misc
11a1631d,2025-10-27,yangdx,"Refactor entity edit and merge functions to support merge-on-rename",misc
411e92e6,2025-10-27,yangdx,"Fix vector deletion logging to show actual deleted count",misc
94f24a66,2025-10-27,yangdx,"Bump API version to 0246",dependabot
25f829ef,2025-10-27,yangdx,"Enable editing of entity_type field in node properties",misc
8dfd3bf4,2025-10-27,yangdx,"Replace global graph DB lock with fine-grained keyed locking",misc
2c09adb8,2025-10-27,yangdx,"Add chunk tracking support to entity merge functionality",chunking
a25003c3,2025-10-27,yangdx,"Fix relation deduplication logic and standardize log message prefixes",ingestion
ab32456a,2025-10-27,yangdx,"Refactor entity merging with unified attribute merge function",misc
38559373,2025-10-26,yangdx,"Fix entity merging to include target entity relationships",misc
69b4cda2,2025-10-26,Daniel.y,"Merge pull request #2265 from danielaskdd/edit-kg-new",misc
6015e8bc,2025-10-26,yangdx,"Refactor graph utils to use unified persistence callback",misc
a3370b02,2025-10-26,yangdx,"Add chunk tracking cleanup to entity/relation deletion and creation",chunking
bf1897a6,2025-10-26,yangdx,"Normalize entity order for undirected graph consistency",misc
3fbd704b,2025-10-26,yangdx,"Enhance entity/relation editing with chunk tracking synchronization",chunking
8584980e,2025-10-26,Anush008,"refactor: Qdrant Multi-tenancy (Include staged)",postgres
11f1f366,2025-10-25,Daniel.y,"Merge pull request #2262 from danielaskdd/sort-edge",misc
3ad4f12f,2025-10-25,Daniel.y,"Merge pull request #2259 from danielaskdd/data-migration-problem",misc
29bf5936,2025-10-25,yangdx,"Fix entity and relation chunk cleanup in deletion pipeline",chunking
5ee9a2f8,2025-10-25,yangdx,"Fix entity consistency in knowledge graph rebuilding and merging",misc
a97e5dad,2025-10-25,yangdx,"Optimize PostgreSQL graph queries to avoid Cypher overhead and complexity",postgres
a9bc3484,2025-10-25,yangdx,"Remove enable_logging parameter from data init lock call",misc
c82485d9,2025-10-25,Daniel.y,"Merge pull request #2253 from Mobious/main",misc
97a2ee4e,2025-10-25,yangdx,"Rename rebuild function name and improve relationship logging format",misc
083b163c,2025-10-25,yangdx,"Improve lock logging with consistent messaging and debug levels",misc
e2ec1cdc,2025-10-25,Daniel.y,"Merge pull request #2258 from danielaskdd/pipeline-cancelllation",tests
3eb3a075,2025-10-25,yangdx,"Bump core version to 1.4.9.5 and API version to 0245",dependabot
9ed19695,2025-10-25,yangdx,"Remove separate retry button and merge functionality into scan button",misc
81e3496a,2025-10-25,yangdx,"Add confirmation dialog for pipeline cancellation",workspace
2476d6b7,2025-10-25,yangdx,"Simplify pipeline status dialog by consolidating message sections",postgres
a9ec15e6,2025-10-25,yangdx,"Resolve lock leakage issue during user cancellation handling",postgres
77336e50,2025-10-24,yangdx,"Improve error handling and add cancellation checks in pipeline",workspace
f89b5ab1,2025-10-24,yangdx,"Add pipeline cancellation feature with UI and i18n support",workspace
78ad8873,2025-10-24,yangdx,"Add cancellation check in delete loop",misc
743aefc6,2025-10-24,yangdx,"Add pipeline cancellation feature for graceful processing termination",workspace
f24a2616,2025-10-23,Mobious,"Allow users to provide keywords with QueryRequest",misc
6a29b5da,2025-10-23,yangdx,"Update Docker deployment comments for LLM and embedding hosts",embedding
fdf0fe04,2025-10-22,yangdx,"Bump API version to 0244",dependabot
0fa9a2ee,2025-10-22,yangdx,"Fix dimension type comparison in Milvus vector field validation",storage
06533fdb,2025-10-22,Daniel.y,"Merge pull request #2248 from danielaskdd/preprocess-rayanything",misc
8dc23eef,2025-10-22,yangdx,"Fix RayAnything compatible problem",misc
00aa5e53,2025-10-22,yangdx,"Improve entity identifier truncation warning message format",postgres
cf2174b9,2025-10-22,Daniel.y,"Merge pull request #2245 from danielaskdd/entity-name-len",misc
c92ab837,2025-10-22,yangdx,"Fix linting",misc
3ba1d75c,2025-10-22,Daniel.y,"Merge pull request #2243 from xiaojunxiang2023/main",misc
904b1f46,2025-10-22,yangdx,"Add entity name length truncation with configurable limit",misc
20edd329,2025-10-22,Daniel.y,"Merge pull request #2244 from danielaskdd/del-doc-cache",misc
b76350a3,2025-10-22,yangdx,"Fix linting",misc
d7e2527e,2025-10-22,yangdx,"Handle cache deletion errors gracefully instead of raising exceptions",misc
1101562e,2025-10-22,yangdx,"Bump API version to 0243",dependabot
162370b6,2025-10-22,yangdx,"Add optional LLM cache deletion when deleting documents",llm_cloud
d392db7b,2025-10-22,Daniel.y,"Fix typo in 'equipment' in prompt.py",misc
04d9fe02,2025-10-22,xiaojunxiang,"Merge branch 'HKUDS:main' into main",misc
9e5004e2,2025-10-22,xiaojunxiang,"fix(docs): correct typo ""acivate"" → ""activate""",tests
90720471,2025-10-21,Daniel.y,"Merge pull request #2237 from yrangana/feat/optimize-postgres-initialization",postgres
ef4acf53,2025-10-21,dependabot[bot],"Update pandas requirement from <2.3.0,>=2.0.0 to >=2.0.0,<2.4.0",dependabot
175ef459,2025-10-21,Daniel.y,"Merge pull request #2238 from HKUDS/dependabot/pip/openai-gte-1.0.0-and-lt-3.0.0",llm_cloud
aee0afdd,2025-10-21,Daniel.y,"Merge pull request #2240 from danielaskdd/limit-vdb-metadata-size",misc
a809245a,2025-10-21,yangdx,"Preserve file path order by using lists instead of sets",misc
fe890fca,2025-10-21,yangdx,"Improve formatting of limit method info in rebuild functions",misc
88a45523,2025-10-21,yangdx,"Increase default max file paths from 30 to 100 and improve documentation",docs
e5e16b7b,2025-10-21,yangdx,"Fix Redis data migration error",storage
3ed2abd8,2025-10-21,yangdx,"Improve logging to show source ID ratios when skipping entities/edges",misc
3ad616be,2025-10-21,yangdx,"Change default source IDs limit method from KEEP to FIFO",misc
80668aae,2025-10-21,yangdx,"Improve file path truncation labels and UI consistency",misc
be3d274a,2025-10-21,yangdx,"Refactor node and edge merging logic with improved code structure",misc
a5253244,2025-10-21,yangdx,"Simplify skip logging and reduce pipeline status updates",workspace
1248b3ab,2025-10-21,yangdx,"Increase default limits for source IDs and file paths in metadata",misc
cd1c48be,2025-10-21,yangdx,"Standardize placeholder format to use colon separator consistently",misc
019dff52,2025-10-21,yangdx,"Update truncation message format in properties tooltip",postgres
1154c568,2025-10-21,yangdx,"Refactor deduplication calculation and remove unused variables",ingestion
665f60b9,2025-10-21,yangdx,"Refactor entity/relation merge to consolidate VDB operations within functions",misc
74694214,2025-10-20,dependabot[bot],"Update openai requirement from <2.0.0,>=1.0.0 to >=1.0.0,<3.0.0",llm_cloud
e01c998e,2025-10-20,yangdx,"Track placeholders in file paths for accurate source count display",misc
637b850e,2025-10-20,yangdx,"Add truncation indicator and update property labels in graph view",misc
2f22336a,2025-10-21,Yasiru,"Rangana Optimize PostgreSQL initialization performance",postgres
e0fd31a6,2025-10-20,yangdx,"Fix logging message formatting",postgres
a9fec267,2025-10-20,yangdx,"Add file path limit configuration for entities and relations",misc
0b3d3150,2025-10-20,Humphry,"extended to use gemini, sswitched to use gemini-flash-latest",llm_cloud
dc62c78f,2025-10-20,yangdx,"Add entity/relation chunk tracking with configurable source ID limits",chunking
bdadaa67,2025-10-18,yangdx,"Merge branch 'main' into limit-vdb-metadata-size",misc
c0f69395,2025-10-18,yangdx,"Merge branch 'security/fix-sql-injection-postgres'",postgres
813f4af9,2025-10-18,yangdx,"Fix linting",misc
012aaada,2025-10-18,yangdx,"Update Swagger API key status description text",misc
917e41aa,2025-10-17,Lucky,"Verma Refactor SQL queries and improve input handling in PGKVStorage and PGDocStatusStorage",postgres
03333d63,2025-10-17,yangdx,"Merge branch 'main' into limit-vdb-metadata-size",misc
6b37d3ca,2025-10-17,yangdx,"Merge branch 'feat-entity-size-caps' into limit-vdb-metadata-size",misc
8070d0cf,2025-10-17,Daniel.y,"Merge pull request #2234 from danielaskdd/fix-webui",webui
7bf9d1e8,2025-10-17,yangdx,"Bump API version to 0241",dependabot
dab1c358,2025-10-17,yangdx,"Optimize chat performance by reducing animations in inactive tabs",tests
04d23671,2025-10-17,yangdx,"Fix redoc access problem in front-end dev mode",misc
4c3ab584,2025-10-17,yangdx,"Improve AsyncSelect layout and text overflow handling",misc
f5558240,2025-10-17,yangdx,"Fix tuple delimiter corruption handling in regex patterns",misc
17c2a929,2025-10-15,DivinesLight,"Get max source Id config from .env and lightRAG init",misc
4e740af7,2025-10-14,haseebuchiha,"Import from env and use default if none and removed useless import",misc
